gene,I24C,I24N,I27C,I27N,I29C,I29N
ENSG00000046647,284,127,251,160,275,206
ENSG00000046651,1237,1158,1085,591,1117,507
ENSG00000046653,135,79,51,122,19,47
ENSG00000046774,0,0,0,0,0,0
ENSG00000046889,82,124,46,91,165,14
ENSG00000047056,224,466,231,256,456,270
ENSG00000047188,805,1104,546,725,836,273
ENSG00000047230,1457,756,907,401,939,595
ENSG00000047249,790,802,759,437,605,546
ENSG00000047315,2675,2477,1730,2083,3250,2163
ENSG00000047346,429,1550,516,639,1162,689
ENSG00000047365,350,772,492,590,918,320
ENSG00000047410,3469,2589,2002,1609,3653,902
ENSG00000047457,287,722,167,527,804,249
ENSG00000047578,536,836,335,544,685,196
ENSG00000047579,562,242,415,188,337,190
ENSG00000047597,679,1456,1332,1056,913,719
ENSG00000047617,4,21,5,5,10,0
ENSG00000047621,558,563,331,462,408,565
ENSG00000047634,1117,353,970,240,835,228
ENSG00000047644,820,328,953,380,712,88
ENSG00000047648,52,64,299,58,133,49
ENSG00000047662,0,19,20,70,0,8
ENSG00000047849,4601,2362,2629,2423,3382,877
ENSG00000047932,1857,1778,972,1409,1350,827
ENSG00000047936,4,67,14,44,4,30
ENSG00000048028,767,588,284,360,969,217
ENSG00000048052,131,781,183,642,195,359
ENSG00000048140,574,790,523,683,787,730
ENSG00000048162,719,264,545,394,458,393
ENSG00000048342,216,92,119,115,79,72
ENSG00000048392,942,913,654,786,698,750
ENSG00000048405,865,752,361,587,840,299
ENSG00000048462,3,497,228,292,207,1036
ENSG00000048471,181,225,177,166,486,116
ENSG00000048540,21,37,89,69,32,19
ENSG00000048544,1618,866,807,682,989,822
ENSG00000048545,2,2,2,1,0,0
ENSG00000048649,1652,1813,851,1123,1542,564
ENSG00000048707,844,2126,1145,1553,1576,794
ENSG00000048740,390,927,479,820,1429,338
ENSG00000048828,5369,6537,5157,5206,7027,2091
ENSG00000048991,886,539,443,513,1019,186
ENSG00000049089,56,294,684,158,861,106
ENSG00000049130,520,1411,649,1268,1095,1109
ENSG00000049167,263,139,105,120,188,218
ENSG00000049192,189,7,34,10,68,18
ENSG00000049239,1340,870,1019,821,1751,141
ENSG00000049245,2343,3006,2071,2565,2631,2888
ENSG00000049246,223,305,270,382,189,88
ENSG00000049247,29,9,13,5,3,40
ENSG00000049249,102,76,16,47,72,13
ENSG00000049283,90,917,152,552,439,323
ENSG00000049323,2575,1230,815,825,1128,336
ENSG00000049449,7239,1444,3880,1544,4850,1462
ENSG00000049540,707,93,232,114,366,24
ENSG00000049541,663,413,323,307,532,250
ENSG00000049618,1621,1092,925,837,1719,490
ENSG00000049656,3680,1866,1584,1418,4750,1245
ENSG00000049759,1464,4223,1581,2860,2127,3461
ENSG00000049768,36,18,52,27,104,9
ENSG00000049769,66,8,57,45,36,24
ENSG00000049860,2838,3789,4047,2209,1851,4072
ENSG00000049883,362,147,185,105,203,131
ENSG00000050030,12,50,3,33,3,9
ENSG00000050130,877,1165,773,954,999,2549
ENSG00000050165,1676,298,1135,362,901,237
ENSG00000050327,1014,1585,1380,1947,856,551
ENSG00000050344,13856,390,1577,600,1902,376
ENSG00000050393,1493,1054,696,769,911,983
ENSG00000050405,2119,16067,7065,13040,5376,10467
ENSG00000050426,921,1142,1038,760,1301,1730
ENSG00000050438,136,49,15,13,81,13
ENSG00000050555,80,40,19,115,165,37
ENSG00000050628,68,29,44,71,35,11
ENSG00000050730,29,15,30,29,263,9
ENSG00000050748,1046,1142,784,948,846,711
ENSG00000050767,13,28,23,26,11,2
ENSG00000050820,1181,2432,1491,2078,1437,802
ENSG00000051009,1142,2651,1023,1420,1487,897
ENSG00000051108,1457,3690,2613,3575,4249,4155
ENSG00000051128,275,78,147,75,101,75
ENSG00000051180,269,157,103,134,286,148
ENSG00000051341,547,191,213,98,468,16
ENSG00000051382,1140,1653,1155,1118,1187,741
ENSG00000051523,2950,3211,2974,2743,3039,3777
ENSG00000051596,1124,561,932,581,756,687
ENSG00000051620,2365,1711,1735,1403,1733,3104
ENSG00000051825,458,320,210,124,566,267
ENSG00000052126,629,710,797,457,632,525
ENSG00000052344,4273,14121,6054,6771,3178,12355
ENSG00000052723,1005,766,620,569,925,912
ENSG00000052749,875,231,349,216,523,88
ENSG00000052795,524,2364,1199,1604,1488,993
ENSG00000052802,1776,1854,1739,2131,1999,1168
ENSG00000052841,2121,2002,1429,1316,1738,972
ENSG00000052850,0,1,0,0,1,0
ENSG00000053108,1,7,15,4,24,2
ENSG00000053254,1001,2131,1408,1232,1207,808
ENSG00000053328,6,3,3,5,5,4
ENSG00000053371,711,1170,885,1079,1260,1995
ENSG00000053372,997,455,743,497,884,308
ENSG00000053438,2,1,11,0,4,2
ENSG00000053501,352,261,263,208,227,550
ENSG00000053524,1,23,15,10,35,15
ENSG00000053702,19,14,14,22,26,4
ENSG00000053747,1506,7089,3929,6639,787,972
ENSG00000053770,1161,2528,1296,2246,1406,3328
ENSG00000053900,527,617,477,435,1056,429
ENSG00000053918,1554,685,1475,633,1621,411
ENSG00000054116,883,940,923,1153,786,1821
ENSG00000054118,2983,2904,2124,2556,3239,948
ENSG00000054148,739,1115,772,612,958,1332
ENSG00000054179,171,190,264,279,381,103
ENSG00000054219,2346,1804,2031,1410,2306,890
ENSG00000054267,904,1076,646,642,1170,289
ENSG00000054277,364,1196,667,1026,421,945
ENSG00000054282,241,296,327,324,357,286
ENSG00000054356,33,8,14,0,4,8
ENSG00000054392,145,149,94,130,129,128
ENSG00000054523,940,1035,1075,1054,1204,312
ENSG00000054598,158,17,59,23,69,1
ENSG00000054611,570,931,638,642,612,840
ENSG00000054654,1935,3115,2501,2296,2747,804
ENSG00000054690,456,1323,520,633,1284,304
ENSG00000054793,5267,4034,4477,2428,3506,1364
ENSG00000054796,0,0,0,0,0,0
ENSG00000054803,1,0,0,0,1,0
ENSG00000054938,14,0,140,1,108,2
ENSG00000054965,966,568,617,522,878,216
ENSG00000054967,210,133,157,74,241,28
ENSG00000054983,601,945,702,836,1607,695
ENSG00000055044,2579,951,1341,935,2482,776
ENSG00000055070,1780,2390,1678,2047,2512,1447
ENSG00000055118,183,38,190,71,132,40
ENSG00000055130,1764,1356,1155,1163,1593,1314
ENSG00000055147,290,449,209,331,312,480
ENSG00000055163,529,911,762,752,368,437
ENSG00000055208,2285,2696,1650,1675,1969,1180
ENSG00000055211,733,1648,685,906,606,1134
ENSG00000055332,2563,6701,1368,2370,1998,398
ENSG00000055483,1046,359,542,348,750,121
ENSG00000055609,1589,1851,1067,1352,2197,443
ENSG00000055732,23,68,38,22,119,27
ENSG00000055813,2,6,6,4,9,6
ENSG00000055917,5110,3974,2699,2506,4130,1977
ENSG00000055950,938,795,747,655,610,1420
ENSG00000055955,3,22,25,9,74,4
ENSG00000055957,0,4,0,0,2,1
ENSG00000056050,352,270,216,237,304,415
ENSG00000056097,4470,2150,1958,1908,3910,1711
ENSG00000056277,142,49,87,33,144,18
ENSG00000056291,2,1,1,0,4,4
ENSG00000056487,0,1,0,0,0,0
ENSG00000056558,204,188,131,108,365,42
ENSG00000056586,1875,1271,1031,909,1594,792
ENSG00000056736,598,604,513,345,862,696
ENSG00000056972,562,1550,686,1157,861,1676
ENSG00000056998,178,135,338,56,153,99
ENSG00000057019,940,240,424,162,531,137
ENSG00000057149,0,0,2,0,4,0
ENSG00000057252,1099,1370,334,652,834,948
ENSG00000057294,1867,4489,2967,4477,2610,2196
ENSG00000057468,1,5,1,1,3,0
ENSG00000057593,184,5,40,4,18,2
ENSG00000057608,9867,10166,6505,7665,5901,10735
ENSG00000057657,329,930,667,798,1096,194
ENSG00000057663,1668,1438,935,1196,979,2135
ENSG00000057704,424,5319,1133,3007,477,1474
ENSG00000057757,497,724,689,498,979,949
ENSG00000057935,773,781,586,462,843,693
ENSG00000058056,256,151,89,101,266,58
ENSG00000058063,2351,4122,1636,2971,3238,1998
ENSG00000058085,3193,4748,2578,3131,2600,984
ENSG00000058091,312,171,142,134,140,97
ENSG00000058262,5612,5630,5917,4574,8390,4662
ENSG00000058272,1489,1845,1214,1222,1800,444
ENSG00000058335,15,9,84,13,16,7
ENSG00000058404,3,20,2,2,2,7
ENSG00000058453,270,142,143,77,367,86
ENSG00000058600,778,539,442,537,1097,370
ENSG00000058668,1187,772,884,588,1514,305
ENSG00000058673,4807,4309,2866,2674,4541,1985
ENSG00000058729,644,626,485,432,544,729
ENSG00000058799,568,1122,417,457,1002,2282
ENSG00000058804,1760,1228,820,876,1479,917
ENSG00000058866,101,31,66,14,33,18
ENSG00000059122,339,269,255,257,434,72
ENSG00000059145,338,120,100,94,716,41
ENSG00000059377,645,304,946,255,1362,308
ENSG00000059378,663,3985,837,1361,926,1035
ENSG00000059573,4635,4756,3171,3471,2287,3233
ENSG00000059588,1034,622,676,280,1764,253
ENSG00000059691,341,433,380,326,343,585
ENSG00000059728,1326,11993,2198,5259,2163,2055
ENSG00000059758,492,689,394,417,876,231
ENSG00000059769,267,250,265,285,275,239
ENSG00000059804,1940,186,885,308,523,80
ENSG00000059915,76,32,71,28,47,24
ENSG00000060069,699,795,448,669,591,361
ENSG00000060138,2307,1400,2745,1115,2760,802
ENSG00000060140,57,1473,522,806,577,1142
ENSG00000060237,2400,1966,1661,1703,3228,367
ENSG00000060303,0,0,0,0,0,2
ENSG00000060339,2749,1378,1621,1038,1697,558
ENSG00000060491,1459,1411,1352,724,1062,501
ENSG00000060558,110,69,117,82,377,48
ENSG00000060566,17,402,46,159,11,148
ENSG00000060642,367,455,178,233,451,504
ENSG00000060656,107,23,177,20,249,11
ENSG00000060688,719,557,546,425,861,618
ENSG00000060709,11,75,158,18,169,29
ENSG00000060718,2254,5,669,3,33,5
ENSG00000060749,1434,536,468,491,894,328
ENSG00000060762,478,2202,1028,1851,759,3713
ENSG00000060971,1132,4125,1526,2711,1515,4328
ENSG00000060982,950,252,232,148,162,104
ENSG00000061273,909,389,594,279,1211,86
ENSG00000061337,88,10,23,17,89,1
ENSG00000061455,116,31,21,24,26,8
ENSG00000061492,0,0,0,0,0,0
ENSG00000061656,125,26,73,22,113,142
ENSG00000061676,5227,2850,2799,2639,4691,2153
ENSG00000061794,2971,1934,2825,1964,2719,2827
ENSG00000061918,328,76,132,71,194,27
ENSG00000061936,789,587,727,492,1013,258
ENSG00000061938,598,433,369,455,610,77
ENSG00000061987,705,1560,961,820,1826,690
ENSG00000062038,2342,26,339,8,1431,19
ENSG00000062096,0,1,0,0,0,0
ENSG00000062194,2045,2494,1909,1685,1582,2197
ENSG00000062282,719,102,310,61,403,58
ENSG00000062370,257,152,142,116,165,131
ENSG00000062485,3596,5529,4539,6142,3744,4573
ENSG00000062524,32,388,52,194,119,780
ENSG00000062582,1546,827,891,797,723,1812
ENSG00000062598,909,517,589,352,709,300
ENSG00000062650,2514,1432,1134,1121,1178,716
ENSG00000062716,10009,7915,7604,6372,5637,8350
ENSG00000062725,965,874,578,875,804,467
ENSG00000062822,759,215,378,181,386,93
ENSG00000063015,0,3,4,0,4,1
ENSG00000063046,11907,9633,11914,8259,10293,11584
ENSG00000063127,2,14,2,2,21,8
ENSG00000063169,267,320,171,170,348,22
ENSG00000063176,432,535,543,408,399,244
ENSG00000063177,13338,11549,22355,9517,15247,19411
ENSG00000063180,53,56,43,28,33,46
ENSG00000063241,619,883,975,760,582,1246
ENSG00000063244,5701,2794,2845,2417,3649,1586
ENSG00000063245,2726,3331,3806,3590,2029,1942
ENSG00000063322,893,879,691,699,883,796
ENSG00000063438,40,65,16,33,66,20
ENSG00000063515,0,0,0,0,0,0
ENSG00000063587,610,234,456,273,747,126
ENSG00000063601,853,465,432,344,703,170
ENSG00000063660,278,147,163,122,229,66
ENSG00000063761,138,144,111,97,164,90
ENSG00000063854,437,696,571,733,549,1177
ENSG00000063978,1034,1462,940,1263,1289,1692
ENSG00000064012,1407,1317,686,859,1431,777
ENSG00000064042,126,241,195,264,565,112
ENSG00000064102,1053,344,470,310,650,295
ENSG00000064115,810,1866,868,1006,1304,1818
ENSG00000064195,9,1,2,0,5,3
ENSG00000064199,233,322,202,243,265,517
ENSG00000064201,15,12,5,4,14,16
ENSG00000064205,2,34,31,98,2,22
ENSG00000064218,2,0,1,0,1,0
ENSG00000064225,112,49,33,62,81,82
ENSG00000064270,824,2347,1265,1202,5026,1411
ENSG00000064300,11,35,35,23,8,8
ENSG00000064309,141,20,80,34,183,7
ENSG00000064313,1112,643,492,634,1201,479
ENSG00000064393,759,1104,615,899,2018,121
ENSG00000064419,1793,1487,1106,1189,1472,788
ENSG00000064489,48,140,69,111,74,166
ENSG00000064490,708,307,665,315,618,432
ENSG00000064545,698,201,393,163,476,143
ENSG00000064547,309,250,210,179,261,200
ENSG00000064601,4179,7388,6557,7182,3215,6421
ENSG00000064607,1268,779,1284,359,1616,195
ENSG00000064651,9478,2541,7507,2754,13429,1215
ENSG00000064652,85,364,233,395,90,679
ENSG00000064655,199,50,158,271,64,33
ENSG00000064666,3630,998,2782,997,2523,446
ENSG00000064687,157,209,563,108,588,112
ENSG00000064692,133,38,46,31,202,29
ENSG00000064703,494,325,307,412,562,245
ENSG00000064726,1725,2093,1829,2080,1698,2845
ENSG00000064763,1263,2310,1272,2386,1497,1654
ENSG00000064787,112,13330,2319,5926,4104,5636
ENSG00000064835,0,0,0,0,0,0
ENSG00000064886,19,86,25,32,101,13
ENSG00000064932,1155,753,925,764,1815,158
ENSG00000064933,666,374,222,234,727,180
ENSG00000064961,1000,1266,1396,1146,1947,1629
ENSG00000064989,810,165,135,190,340,125
ENSG00000064995,690,438,407,469,521,522
ENSG00000064999,1475,921,580,787,782,186
ENSG00000065000,2605,2228,2369,1938,3043,685
ENSG00000065029,667,419,332,288,714,255
ENSG00000065054,678,590,495,549,1278,268
ENSG00000065057,573,265,433,219,432,329
ENSG00000065060,614,341,292,334,693,153
ENSG00000065135,2403,2495,2079,2265,2521,1938
ENSG00000065150,10017,2257,4122,1900,3727,1914
ENSG00000065154,3155,1986,3388,2137,1380,2708
ENSG00000065183,1027,509,518,602,1283,299
ENSG00000065243,1637,2745,1314,1954,2449,1214
ENSG00000065268,657,193,607,202,331,300
ENSG00000065308,1253,933,606,806,1479,266
ENSG00000065320,44,66,77,128,188,25
ENSG00000065325,12,304,64,212,81,140
ENSG00000065328,499,113,70,89,233,26
ENSG00000065357,159,1940,738,1182,692,576
ENSG00000065361,5441,10055,6615,3815,8033,3583
ENSG00000065371,0,14,0,10,0,10
ENSG00000065413,211,370,195,256,677,103
ENSG00000065427,5796,3260,3475,2880,4205,4463
ENSG00000065457,547,258,159,208,418,62
ENSG00000065485,605,586,520,414,1104,358
ENSG00000065491,427,510,256,375,345,281
ENSG00000065518,2124,2869,2229,2646,1742,6267
ENSG00000065526,1372,1623,852,1133,1876,360
ENSG00000065534,3608,3355,4043,2700,2128,1932
ENSG00000065548,3560,2008,1795,1829,2346,2502
ENSG00000065559,790,1171,662,1030,652,1149
ENSG00000065600,267,85,121,68,129,76
ENSG00000065609,2,17,2,8,2,4
ENSG00000065613,2946,3052,1923,2957,2688,1102
ENSG00000065615,1102,1100,531,796,461,1378
ENSG00000065618,512,6133,4612,6298,1270,1819
ENSG00000065621,329,329,419,217,309,706
ENSG00000065665,118,86,53,43,100,55
ENSG00000065675,121,58,126,40,87,43
ENSG00000065717,672,161,647,223,709,256
ENSG00000065802,525,132,419,221,270,221
ENSG00000065809,1006,3875,3130,5423,1407,1724
ENSG00000065833,939,393,463,321,950,187
ENSG00000065882,995,1127,1077,1218,752,924
ENSG00000065883,1878,1436,1071,961,1418,698
ENSG00000065911,1988,995,871,796,2599,1277
ENSG00000065923,118,176,46,33,232,26
ENSG00000065970,431,306,289,247,597,128
ENSG00000065978,10463,10740,10983,10287,12422,9264
ENSG00000065989,414,196,327,232,429,59
ENSG00000066027,1592,2259,1697,1834,1673,1437
ENSG00000066032,0,8,8,9,20,4
ENSG00000066044,1871,925,1012,939,1668,352
ENSG00000066056,165,89,63,68,176,22
ENSG00000066084,1471,1734,1167,1442,1866,680
ENSG00000066117,1437,753,1001,696,1241,300
ENSG00000066135,621,1543,973,1022,1193,727
ENSG00000066136,617,1234,636,811,1098,964
ENSG00000066185,7,64,11,20,54,93
ENSG00000066230,511,3095,7836,12570,536,1004
ENSG00000066248,458,904,410,548,449,564
ENSG00000066279,1194,618,445,266,1205,106
ENSG00000066294,297,455,156,274,391,92
ENSG00000066322,1421,3032,2010,2685,1795,3680
ENSG00000066336,156,303,289,260,384,126
ENSG00000066379,922,390,520,324,435,775
ENSG00000066382,6,4,4,3,6,9
ENSG00000066405,0,5,3,1,42,13
ENSG00000066422,683,612,418,448,815,330
ENSG00000066427,385,506,257,355,617,590
ENSG00000066455,1469,1904,1252,1311,1439,1879
ENSG00000066468,47,966,685,898,847,438
ENSG00000066557,333,380,285,393,405,430
ENSG00000066583,598,614,596,770,629,907
ENSG00000066629,155,167,96,133,120,53
ENSG00000066651,822,308,308,255,301,255
ENSG00000066654,1199,1497,858,1062,1508,1127
ENSG00000066697,407,152,175,102,298,196
ENSG00000066735,56,61,18,74,43,22
ENSG00000066739,820,1294,711,664,2135,270
ENSG00000066777,2464,2407,1225,1714,1969,1267
ENSG00000066813,0,0,0,0,0,0
ENSG00000066827,112,235,112,113,170,69
ENSG00000066855,772,502,497,483,693,406
ENSG00000066923,130,264,11,36,72,111
ENSG00000066926,303,387,248,499,375,714
ENSG00000066933,830,965,450,840,558,175
ENSG00000067048,2623,1288,990,1151,1664,678
ENSG00000067057,931,2015,1235,1802,1359,1104
ENSG00000067064,2165,2675,1889,2991,1342,2727
ENSG00000067066,1139,4256,982,1347,1164,1285
ENSG00000067082,5300,11687,3951,8893,3576,3205
ENSG00000067113,622,2378,1373,2115,643,3457
ENSG00000067141,1052,5940,2037,3052,3103,1993
ENSG00000067167,4984,4683,3069,4042,5347,5121
ENSG00000067177,381,114,98,121,392,49
ENSG00000067182,1550,3813,2258,3093,1500,1474
ENSG00000067191,78,348,74,134,151,173
ENSG00000067208,384,490,317,345,550,246
ENSG00000067221,147,195,130,125,265,126
ENSG00000067225,10555,9014,11378,8309,12926,6120
ENSG00000067248,927,1001,629,847,765,567
ENSG00000067334,1693,1075,1511,1041,1372,1101
ENSG00000067365,162,86,144,77,170,69
ENSG00000067369,1119,781,594,636,1237,331
ENSG00000067445,112,32,72,51,43,14
ENSG00000067533,558,258,296,343,584,285
ENSG00000067560,9062,12475,8358,9361,10336,11337
ENSG00000067596,1393,1176,887,742,1023,616
ENSG00000067601,18,34,9,16,28,18
ENSG00000067606,394,786,766,600,373,443
ENSG00000067646,542,431,197,294,544,277
ENSG00000067704,2837,3036,2137,2756,2818,2712
ENSG00000067715,202,45,248,15,164,23
ENSG00000067798,22,12,8,26,4,4
ENSG00000067829,981,1186,1735,1163,1025,1645
ENSG00000067836,180,370,268,415,282,473
ENSG00000067840,19,15,13,27,19,12
ENSG00000067842,0,0,1,0,0,0
ENSG00000067900,1625,1606,1013,1387,1531,503
ENSG00000067955,1832,652,751,536,1476,224
ENSG00000067992,351,187,182,196,284,227
ENSG00000068001,1036,379,665,657,965,464
ENSG00000068024,396,213,288,258,478,75
ENSG00000068028,292,300,240,193,599,173
ENSG00000068078,176,1111,564,849,211,373
ENSG00000068079,379,2595,621,618,489,820
ENSG00000068097,443,289,140,135,330,122
ENSG00000068120,1197,1123,1280,805,976,748
ENSG00000068137,197,55,142,96,131,95
ENSG00000068305,796,1186,866,1122,936,500
ENSG00000068308,1309,1212,1044,858,1137,590
ENSG00000068323,826,626,822,633,734,196
ENSG00000068354,257,227,225,198,246,185
ENSG00000068366,2104,581,1808,779,1582,293
ENSG00000068383,594,702,577,621,458,665
ENSG00000068394,769,611,585,437,486,699
ENSG00000068400,917,853,810,571,1289,463
ENSG00000068438,827,287,772,283,701,245
ENSG00000068489,773,215,154,120,492,38
ENSG00000068615,160,30,44,28,37,90
ENSG00000068650,3058,234,1250,219,1190,47
ENSG00000068654,1531,424,538,571,1170,117
ENSG00000068697,5723,6966,4992,5008,5541,8323
ENSG00000068724,282,1267,445,509,741,558
ENSG00000068745,1335,2910,1285,1129,2418,2523
ENSG00000068781,38,17,21,22,4,1
ENSG00000068784,530,578,443,382,695,646
ENSG00000068796,738,908,432,511,849,384
ENSG00000068831,52,86,26,57,119,30
ENSG00000068878,2050,1222,1451,1057,2117,717
ENSG00000068885,591,479,422,231,809,222
ENSG00000068903,579,524,529,581,860,791
ENSG00000068912,1659,1522,1525,1373,2227,1235
ENSG00000068971,378,302,244,349,233,143
ENSG00000068976,5,9,26,11,14,1
ENSG00000068985,0,0,0,0,0,0
ENSG00000069011,263,107,362,125,417,99
ENSG00000069018,0,2,0,0,0,0
ENSG00000069020,305,350,266,249,355,74
ENSG00000069122,517,138,144,184,660,60
ENSG00000069188,7,12,65,22,231,4
ENSG00000069206,0,0,0,0,0,1
ENSG00000069248,1652,894,803,644,992,775
ENSG00000069275,7200,4357,3880,2894,5462,2221
ENSG00000069329,6367,3119,2585,3328,4419,4052
ENSG00000069345,2209,1650,1391,1547,1670,1026
ENSG00000069399,504,715,968,875,1208,199
ENSG00000069424,554,324,421,197,498,56
ENSG00000069431,101,13,27,10,97,6
ENSG00000069482,330,3,20,4,26,3
ENSG00000069493,128,515,149,117,356,72
ENSG00000069509,423,286,303,222,225,567
ENSG00000069535,47,280,150,242,132,147
ENSG00000069667,210,241,240,252,376,184
ENSG00000069696,10,4,6,2,5,2
ENSG00000069702,167,246,250,303,587,113
ENSG00000069764,21,951,208,307,184,1358
ENSG00000069812,224,377,504,319,753,335
ENSG00000069849,2387,10828,4201,5948,2988,10403
ENSG00000069869,892,385,257,330,371,592
ENSG00000069943,277,333,259,159,191,504
ENSG00000069956,1491,3785,1707,2956,1648,2940
ENSG00000069966,244,201,106,84,262,81
ENSG00000069974,495,4291,1097,2736,1758,3270
ENSG00000069998,551,404,556,450,695,367
ENSG00000070010,1156,1102,900,807,792,1243
ENSG00000070018,1484,1114,1366,931,1128,358
ENSG00000070019,1678,3629,3385,2342,2848,3278
ENSG00000070031,8,4,4,2,1,24
ENSG00000070047,965,733,639,617,1032,180
ENSG00000070061,1055,653,640,793,1342,473
ENSG00000070081,861,1868,932,948,1978,1560
ENSG00000070087,2772,678,728,693,273,642
ENSG00000070159,1286,1348,1242,1710,841,1068
ENSG00000070182,16,5,3,6,53,2
ENSG00000070190,60,507,114,154,617,61
ENSG00000070193,28,12,32,56,30,3
ENSG00000070214,5529,11048,4935,7311,6162,4309
ENSG00000070269,915,537,713,495,884,546
ENSG00000070366,445,543,416,442,592,164
ENSG00000070367,1841,1212,914,1357,824,905
ENSG00000070371,59,50,28,15,75,55
ENSG00000070388,0,4,1,2,0,0
ENSG00000070404,374,39,351,70,78,24
ENSG00000070413,1472,2899,1663,1805,1717,780
ENSG00000070423,633,495,756,458,710,263
ENSG00000070444,523,309,385,516,677,57
ENSG00000070476,400,383,303,258,761,147
ENSG00000070495,513,314,431,302,370,378
ENSG00000070501,723,194,265,152,492,380
ENSG00000070526,1865,13437,2948,6062,11125,15764
ENSG00000070540,785,1154,779,1060,892,1166
ENSG00000070601,8,8,26,3,1,1
ENSG00000070610,1136,3264,1173,1955,2033,1490
ENSG00000070614,924,1074,755,952,961,405
ENSG00000070669,682,509,628,553,1006,623
ENSG00000070718,561,260,252,153,522,159
ENSG00000070729,0,2,0,1,1,0
ENSG00000070731,21,74,37,80,109,96
ENSG00000070748,0,2,0,5,1,1
ENSG00000070756,25311,15628,20534,12445,31258,8629
ENSG00000070759,94,495,161,252,254,508
ENSG00000070761,970,530,447,505,575,708
ENSG00000070770,2369,889,1104,665,1301,421
