gene_id	gene_name	DRX399598	DRX399599	DRX399600	DRX399601	DRX399602	DRX399603
ENSMUSG00000083705	Gm8624	0	2	1	3	2	3
ENSMUSG00000083706	Olfr1118	0	0	0	0	0	0
ENSMUSG00000083707	Gm13592	0	0	0	0	0	0
ENSMUSG00000083708	Gm13123	0	0	0	0	1.295	0
ENSMUSG00000083709	Gm14688	0	0	0	0	0	0
ENSMUSG00000083710	Gm15078	0	0	0	0	0	0
ENSMUSG00000083711	Gm3931	0	0	0	0	0	0
ENSMUSG00000083713	Gm5883	0	0	0	0	0	0
ENSMUSG00000083714	Fthl17-ps1	0	0	0	0	0	0
ENSMUSG00000083715	Gm14202	0	0	0	0	0	0
ENSMUSG00000083716	Gm13436	15.658	21.072	20.027	10.018	19.448	15.83
ENSMUSG00000083717	Gm13865	0	0	0	0	0	0
ENSMUSG00000083718	Ccnb2-ps	14	6	7	9	7	6
ENSMUSG00000083719	Gm15161	0	0	0	0	0	0
ENSMUSG00000083720	Gm12901	0	0	0	0	0	0
ENSMUSG00000083721	Gm7700	0	0	0	0	0	0
ENSMUSG00000083722	Adgrd2-ps	0	0	0	0	0	0
ENSMUSG00000083723	Rpl23a-ps14	0	0	2	0	0	1
ENSMUSG00000083725	Gm11865	0	1	1	1	1	0
ENSMUSG00000083728	Gm13854	0	0	0	0	0	0
ENSMUSG00000083729	Sh3d2c-ps1	0	0	0	0	0	0
ENSMUSG00000083731	Gm16202	0	0	1	0	0	0
ENSMUSG00000083732	Gm14197	1	6	5	5	7	3
ENSMUSG00000083733	Gm13035	0	0	0	0	0	0
ENSMUSG00000083734	Gm16209	0	0	0	0	0	0
ENSMUSG00000083735	Gm12495	0	0	0	0	0	0
ENSMUSG00000083736	Gm6039	1.052	2.641	0	2.135	1.241	1.083
ENSMUSG00000083737	Prdx6-ps2	0	0	0	0	0	0
ENSMUSG00000083738	Gm14592	0	0	0	0	0	0
ENSMUSG00000083740	Gm11456	0	0	0	0	0	0
ENSMUSG00000083741	Gm15297	0	0	0	0	0	0
ENSMUSG00000083742	Vmn1r-ps3	0	0	0	0	0	0
ENSMUSG00000083743	Gm12421	0	0	0	0	0	0
ENSMUSG00000083744	Gm14824	0	0	0	0	0	0
ENSMUSG00000083745	Gm13543	0	0	0	0	0	0
ENSMUSG00000083747	Gm14727	0	0	0	0	0	0
ENSMUSG00000083748	Gm11662	0	0	0	0	0	0
ENSMUSG00000083749	Gm13100	0	0	0	0	0	0
ENSMUSG00000083750	Gm14108	2	0	0	0	0	0
ENSMUSG00000083751	Gm14534	0	0	0	0	0	0
ENSMUSG00000083752	Gm12014	0	0	0	0	0	0
ENSMUSG00000083753	Gm12814	0	0	0	0	0	0
ENSMUSG00000083754	Gm7803	1.307	2.262	2.612	0	0	0
ENSMUSG00000083755	Gm14559	0	0	0	0	0	0
ENSMUSG00000083757	Rps15a-ps4	2.136	15.026	7.002	0	6.005	10.981
ENSMUSG00000083760	Gm14524	0	0	0	0	0	0
ENSMUSG00000083761	Pgam1-ps1	0	0	0	0	0	0
ENSMUSG00000083763	Gm9050	0	0	0	0	0	0
ENSMUSG00000083764	Gm11516	0	0	0	0	0	0
ENSMUSG00000083766	Gm15335	0	0	0	0	0	0
ENSMUSG00000083767	Gm11405	0	0	0	0	0	0
ENSMUSG00000083768	Gm15362	0	0	0	0	0	0
ENSMUSG00000083769	Gm11689	0	0	0	0	0	0
ENSMUSG00000083771	Gm15988	0	0	0	0	0	0
ENSMUSG00000083772	Gm15566	0	0	0	0	0	0
ENSMUSG00000083773	Gm13394	2.03	5.504	2.999	0	5.257	2.423
ENSMUSG00000083774	Gm7180	2	0	0	2.002	2.002	2.003
ENSMUSG00000083775	Gm14837	0	0	0	0	0	0
ENSMUSG00000083776	Gm13473	0	0	0	0	0	0
ENSMUSG00000083777	Gm13361	0	0	0	0	0	0
ENSMUSG00000083778	Gm15094	0	0	0	0	0	0
ENSMUSG00000083779	Gm14775	0	0	0	0	0	0
ENSMUSG00000083780	Gm12728	0	0	0	0	0	0
ENSMUSG00000083781	Gm14842	0	0	0	0	0	0
ENSMUSG00000083782	Gm11660	0	0	0	0	0	0
ENSMUSG00000083783	Gm12739	0	0	0	0	0	0
ENSMUSG00000083784	Gm14729	0	0	0	0	0	0
ENSMUSG00000083785	Gm11888	0	0	0	0	0	0
ENSMUSG00000083786	Rps18-ps2	0	0	0	0	0	0
ENSMUSG00000083787	Gm11644	0	0	0	0	0	0
ENSMUSG00000083789	Gm6092	0	0	0	0	0	0
ENSMUSG00000083791	Gm12721	0	0	0	0	0	0
ENSMUSG00000083792	Rpl12-ps2	0	0	0	0	0	1
ENSMUSG00000083793	Gm14274	0	0	0	0	0	0
ENSMUSG00000083794	Gm16123	0	0	0	0	0	0
ENSMUSG00000083795	Gm15670	0	0	0	0	0	0
ENSMUSG00000083796	Gm13369	0	0	0	0	0	0
ENSMUSG00000083798	Gm14584	5.309	0	0	2.68	2.383	5.309
ENSMUSG00000083801	Cyp2j7-ps2	0	0	0	0	0	0
ENSMUSG00000083803	Gm12455	0	0	0	0	0	0
ENSMUSG00000083804	Gm13676	0	1	0	0	0	1
ENSMUSG00000083805	Gm14848	0	0	0	0	0	0
ENSMUSG00000083806	Gm12131	0	0	0	0	0	0
ENSMUSG00000083807	Gm13466	0	0	0	0	0	0
ENSMUSG00000083808	Gm3828	0	0	0	0	0	0
ENSMUSG00000083809	Gm15110	0	0	0	0	0	0
ENSMUSG00000083810	Gm14713	0	0	0	0	0	0
ENSMUSG00000083811	Gm13071	3	5	1	4	2	3
ENSMUSG00000083812	Gm5054	1	0	0	0	0	0
ENSMUSG00000083813	Gm15502	0	0	0	0	0	0
ENSMUSG00000083814	Gm5133	0	0	0	0	0	0
ENSMUSG00000083815	Gm13435	0	0	0	0	0	1.003
ENSMUSG00000083816	Gm13033	6	7	6	10	9	6
ENSMUSG00000083817	Gm14400	1.092	3.328	1.179	6.024	0	0
ENSMUSG00000083818	Gm14908	0	0	0	0	0	0
ENSMUSG00000083819	Gm11977	1	1	0	0	1	0
ENSMUSG00000083820	Ndufs6b	1	0	2	0	1	0
ENSMUSG00000083821	Gm14631	0	0	0	0	0	0
ENSMUSG00000083822	Hmgb1-ps5	2.017	2.017	1.009	1.007	1.005	3.055
ENSMUSG00000083823	Amd-ps1	0	0	0	0	0	0
ENSMUSG00000083825	Olfr1376-ps1	0	0	0	0	0	0
ENSMUSG00000083826	Gm13039	0	1.003	1.843	0	0	1.004
ENSMUSG00000083827	Gm15712	0	0	0	0	0	0
ENSMUSG00000083828	Gm15006	0	0	0	0	0	0
ENSMUSG00000083829	Gm2199	3	1	1	0	3	0
ENSMUSG00000083830	Gm8839	0	0	0	0	0	0
ENSMUSG00000083831	Gm14248	0	0	0	0	0	0
ENSMUSG00000083832	Gm13771	0	1	0	0	0	0
ENSMUSG00000083833	Gm13841	488.976	1828.098	1500.854	2907.574	530.102	3245.346
ENSMUSG00000083834	Gm12577	0	0	0	0	0	0
ENSMUSG00000083835	Gm11898	0	0	0	0	0	0
ENSMUSG00000083836	Ldha-ps2	0	4.001	0	1	1.98	2
ENSMUSG00000083837	Gm14427	0	0	0	0	0	0
ENSMUSG00000083838	Gm11957	1	0	1	0	1	0
ENSMUSG00000083839	Gm14765	0	0	0	0	0	0
ENSMUSG00000083841	Gm1947	0	0	0	0	0	0
ENSMUSG00000083842	Gm12485	0	0	0	0	0	0
ENSMUSG00000083843	Gm7071	0	0	0	0	0	0
ENSMUSG00000083844	Ube2d-ps	211	264.001	156	174	188	170
ENSMUSG00000083845	Gm14571	0	0	0	0	0	0
ENSMUSG00000083846	Gm13797	0	0	0	0	0	0
ENSMUSG00000083847	Xlr3d-ps	0	0	0	0	0	0
ENSMUSG00000083848	Gm7309	0	0	0	0	0	0
ENSMUSG00000083849	Gm13477	0	0	0	0	1	0
ENSMUSG00000083851	Gm12365	0	0	0	0	0	0
ENSMUSG00000083852	Gm13007	0	0	0	0	0	0
ENSMUSG00000083853	Gm15696	0	3	2	1	3	2
ENSMUSG00000083854	Dnajc19-ps	1	0	0	0	0	0
ENSMUSG00000083855	Olfr1175-ps	0	0	0	0	0	0
ENSMUSG00000083856	Gm13886	1	1	0	0	0	0
ENSMUSG00000083857	Gm12584	0	0	0	0	0	0
ENSMUSG00000083858	Gm14979	0	0	0	0	0	0
ENSMUSG00000083859	Gm12003	0	0	0	0	1	0
ENSMUSG00000083860	Gm13313	0	2	0	0	0	0
ENSMUSG00000083861	Gm9599	0	0	0	0	0	0
ENSMUSG00000083863	Gm13341	1.011	8.196	5.109	5.11	5.097	12.233
ENSMUSG00000083864	Gm13719	0	0	0	1	0	0
ENSMUSG00000083866	Gm13472	0	0	0	0	0	0
ENSMUSG00000083867	Gm12893	0	0	0	0	0	0
ENSMUSG00000083868	Gm12477	0	0	0	0	0	0
ENSMUSG00000083869	Gm12442	0	0	0	0	0	0
ENSMUSG00000083870	Gm11761	0	0	0	0	0	0
ENSMUSG00000083871	Gm16479	0	0	0	0	0	0
ENSMUSG00000083872	Gm11928	0	0	0	0	0	0
ENSMUSG00000083873	Vmn1r-ps92	0	0	0	0	0	0
ENSMUSG00000083874	Gm7494	0	0	0	0	0	0
ENSMUSG00000083875	Gm13831	0	0	0	0	0	0
ENSMUSG00000083876	Gm11439	0	0	0	0	0	0
ENSMUSG00000083877	Gm14740	0	0	0	0	0	0
ENSMUSG00000083878	Gm12034	0	0	0	0	0	1
ENSMUSG00000083879	Gm14038	0	3.156	1.024	1.034	3.897	4.113
ENSMUSG00000083880	Hspe1-ps6	0	0	0	0	0	0
ENSMUSG00000083882	Gm11369	0	0	0	0	0	0
ENSMUSG00000083884	Gm15388	0	0	0	0	0	0
ENSMUSG00000083885	Gm13213	0	0	1.104	0	0	0
ENSMUSG00000083886	Olfr409-ps1	0	0	0	0	0	0
ENSMUSG00000083887	Gm11930	0	0	0	0	0	0
ENSMUSG00000083888	Gm12441	0	0	0	0	0	0
ENSMUSG00000083889	E530001F21Rik	0	0	0	0	0	0
ENSMUSG00000083890	Gm15703	0	0	0	0	0	1
ENSMUSG00000083892	Gm1848	1	0	0	0	0	4.017
ENSMUSG00000083893	Gm13347	0	0	0	0	0	0
ENSMUSG00000083894	Gm11489	0	0	0	0	0	0
ENSMUSG00000083895	Gm12074	0	0	0	0	0	0
ENSMUSG00000083896	Scgb2b23-ps	0	0	0	0	0	0
ENSMUSG00000083897	Gm14843	0	0	0	0	0	0
ENSMUSG00000083898	Gm7340	0	0	0	0	0	0
ENSMUSG00000083899	Gm12346	18.392	22.422	7.23	22.588	20.487	28.035
ENSMUSG00000083900	Gm13294	0	0	0	0	0	0
ENSMUSG00000083901	Gm12885	0	0	0	0	0	0
ENSMUSG00000083902	Gm15975	4.433	4.468	1.073	1.06	3.236	3.347
ENSMUSG00000083903	Gm5405	0	0	0	0	0	0
ENSMUSG00000083904	Gm12805	0	0	0	0	0	0
ENSMUSG00000083905	Gm15355	0	0	0	0	0	0
ENSMUSG00000083906	Gm15186	3	2	1	0	3	5
ENSMUSG00000083907	Plk-ps1	2	0	0	0	0	1
ENSMUSG00000083908	Gm6447	0	0	0	0	0	0
ENSMUSG00000083909	Gm15842	0	0	0	0	0	0
ENSMUSG00000083910	Gm13604	0	1	0	0	0	0
ENSMUSG00000083911	Gm4342	0	2.001	0	1.006	1	0
ENSMUSG00000083912	Gm5391	0	0	0	0	0	0
ENSMUSG00000083913	Gm14219	0	0	0	0	0	0
ENSMUSG00000083914	Rps18-ps1	1.02	0	0	0	1	0
ENSMUSG00000083915	Gm13932	0	0	1	0	1	0
ENSMUSG00000083916	Gm15476	0	0	0	0	0	0
ENSMUSG00000083917	Gm12093	0	0	0	0	0	0
ENSMUSG00000083918	Gm14352	0	0	0	0	0	0
ENSMUSG00000083919	Tpi-rs8	0	0	0	0	0	0
ENSMUSG00000083920	Gm14987	0	0	0	0	0	0
ENSMUSG00000083921	Gm15750	0	0	0	0	0	0
ENSMUSG00000083922	Gm3835	0	0	0	0	0	0
ENSMUSG00000083923	Gm649	0	0	0	0	0	0
ENSMUSG00000083924	Gm12304	0	0	0	0	0	0
ENSMUSG00000083925	Gm12012	0	0	0	0	0	0
ENSMUSG00000083926	Gm14783	0	0	0	0	0	0
ENSMUSG00000083927	Gm14749	0	0	0	0	0	0
ENSMUSG00000083928	Gm4991	0	0	0	0	0	0
ENSMUSG00000083929	Gm10600	8.147	11.999	1.166	0	22.53	47.377
ENSMUSG00000083930	Gm13042	0	0	0	0	0	0
ENSMUSG00000083931	Gm14518	0	0	0	0	0	0
ENSMUSG00000083932	Gm11438	0	0	0	0	0	1
ENSMUSG00000083933	Gm15515	0	0	0	0	0	0
ENSMUSG00000083934	Gm12368	0	0	0	0	0	0
ENSMUSG00000083935	Gm12294	0	0	0	0	0	0
ENSMUSG00000083936	Gm14829	0	0	0	0	0	0
ENSMUSG00000083937	Cct3-ps1	0	0	0	0	0	0
ENSMUSG00000083938	Gm12448	0	0	0	0	0	0
ENSMUSG00000083939	Gm14451	0	0	0	0	0	0
ENSMUSG00000083940	Gm11298	0	0	0	0	0	0
ENSMUSG00000083941	Gm12889	0	0	0	0	0	0
ENSMUSG00000083942	Scgb1b26-ps	0	0	0	0	0	0
ENSMUSG00000083943	Gm11483	0	0	0	0	0	1
ENSMUSG00000083944	Gm14733	0	0	0	0	0	0
ENSMUSG00000083945	Gm15242	0	0	0	0	0	0
ENSMUSG00000083946	Gm11359	0	0	0	0	0	0
ENSMUSG00000083947	Olfr122	0	0	0	0	0	0
ENSMUSG00000083948	Gm7158	0	0	0	0	0	0
ENSMUSG00000083949	Gm12897	0	0	0	0	0	0
ENSMUSG00000083950	Gm14466	0	0	0	0	0	0
ENSMUSG00000083951	Gm13786	0	0	0	0	0	0
ENSMUSG00000083953	Gm14049	0	1	0	0	0	1.02
ENSMUSG00000083954	Gm12179	0	0	0	0	0	0
ENSMUSG00000083955	Gm14785	0	0	0	0	0	0
ENSMUSG00000083956	Gm12361	0	0	0	0	0	0
ENSMUSG00000083957	Gm12742	0	0	0	0	0	0
ENSMUSG00000083958	Gm12601	0	0	0	0	0	0
ENSMUSG00000083960	Gm4918	0	0	0	0	0	0
ENSMUSG00000083961	Gm13725	0	0	0	0	0	0
ENSMUSG00000083962	Gm15707	0	0	0	0	0	0
ENSMUSG00000083963	Gm15203	0	0	0	0	0	0
ENSMUSG00000083964	Gm14122	8.004	22.051	20.597	7.008	4.005	6
ENSMUSG00000083966	Gm13482	0	0	0	0	0	0
ENSMUSG00000083967	Gm15115	0	0	0	0	0	0
ENSMUSG00000083969	Olfr1050-ps1	0	0	0	0	0	0
ENSMUSG00000083970	Gm15081	0	0	0	0	0	0
ENSMUSG00000083971	Gm5943	0	0	0	0	0	0
ENSMUSG00000083972	Gm14802	0	0	0	0	0	0
ENSMUSG00000083973	Gm13459	0	0	0	0	0	0
ENSMUSG00000083974	Gm16053	0	0	0	0	0	0
ENSMUSG00000083975	Gm14215	0	0	0	0	0	0
ENSMUSG00000083976	Gm13664	0	0	0	0	0	0
ENSMUSG00000083977	Mageb8-ps	0	0	0	0	0	0
ENSMUSG00000083978	Gm5060	0	0	0	0	0	0
ENSMUSG00000083979	Gm12527	4	3	2	0	1	1
ENSMUSG00000083981	Gm15363	0	0	0	0	0	0
ENSMUSG00000083982	Gm14650	0	0	0	0	0	0
ENSMUSG00000083983	Gm12375	0	0	0	0	0	0
ENSMUSG00000083985	Gm12468	0	0	0	0	0	0
ENSMUSG00000083986	Gm12213	0	0	0	0	0	0
ENSMUSG00000083987	Gm15311	0	0	0	0	0	0
ENSMUSG00000083988	Rps10-ps4	0	0	0	0	0	1
ENSMUSG00000083989	Gm12607	0	0	1	2	0	0
ENSMUSG00000083990	Gm12101	0	0	0	0	0	0
ENSMUSG00000083991	Gm11618	0	0	0	0	0	0
ENSMUSG00000083992	Gm11478	29	39.03	20.002	22.003	17.004	24.001
ENSMUSG00000083993	Gm14398	0	0	0	0	0	0
ENSMUSG00000083994	Gm16465	0	2	0	0	0	0
ENSMUSG00000083995	Gm12808	0	0	0	0	0	0
ENSMUSG00000083996	Gm11649	0	0	0	0	0	0
ENSMUSG00000083997	Gm12920	0	0	0	0	0	0
ENSMUSG00000083998	Prdx2-rs3	0	0	0	0	0	0
ENSMUSG00000083999	Gm7790	0	0	0	0	0	1
ENSMUSG00000084000	Gm14653	0	0	0	0	0	0
ENSMUSG00000084001	Gm15113	0	0	0	0	0	0
ENSMUSG00000084004	Gm12047	0	0	0	0	0	0
ENSMUSG00000084006	Gm14245	0	0	0	0	0	0
ENSMUSG00000084007	Gm9003	0	0	0	0	0	0
ENSMUSG00000084009	Rhox7-ps1	0	0	0	0	0	0
ENSMUSG00000084010	Gm13302	0	8.929	0	0	0	6.563
ENSMUSG00000084011	Gm12969	0	2	0	0	1	0
ENSMUSG00000084012	Gm11956	0	0	0	0	0	0
ENSMUSG00000084013	Gm14270	0	3.151	2.04	1.04	2.077	2.093
ENSMUSG00000084014	Gm7209	0	0	0	0	0	0
ENSMUSG00000084015	Gm14175	0	0	0	0	0	0
ENSMUSG00000084017	Rpl21-ps9	0	1	0	0	0	0
ENSMUSG00000084018	Gm11895	0	0	0	0	0	1
ENSMUSG00000084019	Gm8754	0	0	0	0	0	0
ENSMUSG00000084020	Wsb2-ps	0	0	0	1	0	0
ENSMUSG00000084021	Gm5832	0	0	0	0	1	0
ENSMUSG00000084022	Gm16459	0	0	0	0	0	0
ENSMUSG00000084024	Gm15937	0	0	0	0	0	1
ENSMUSG00000084025	Gm6276	0	0	0	0	0	0
ENSMUSG00000084026	Gm11259	0	0	0	0	0	0
ENSMUSG00000084027	Gm12376	0	0	0	0	0	0
ENSMUSG00000084028	Gm13983	1	0	0	0	0	0
ENSMUSG00000084029	Gm8855	0	0	0	0	0	0
ENSMUSG00000084030	Gm16423	0	0	0	0	0	0
ENSMUSG00000084031	Gm7416	0	0	0	0	0	0
ENSMUSG00000084032	Gm12991	0	0	0	0	0	0
ENSMUSG00000084033	Gm7645	7	3	5	11	2	1
ENSMUSG00000084034	Gm12617	0	0	0	0	0	0
ENSMUSG00000084038	Gm11295	0	0	0	0	0	0
ENSMUSG00000084039	Gm14551	0	0	0	0	0	0
ENSMUSG00000084041	Gm15312	0	0	0	0	0	0
ENSMUSG00000084043	Gm13732	0	0	0	0	0	0
ENSMUSG00000084044	Gm14647	0	0	0	0	0	0
ENSMUSG00000084045	Gm11997	0	0	0	0	0	0
ENSMUSG00000084046	Gm11833	0	0	0	0	0	0
ENSMUSG00000084047	Gm14984	0	0	0	0	0	0
ENSMUSG00000084048	Gm12042	0	0	0	0	0	0
ENSMUSG00000084050	Gm14439	0	0	0	0	0	0
ENSMUSG00000084052	Gm11745	0	0	0	0	1	0
ENSMUSG00000084053	Gm14904	0	0	0	0	0	0
ENSMUSG00000084054	Gm14945	0	0	0	0	0	0
ENSMUSG00000084055	Gm12004	0	0	0	0	0	0
ENSMUSG00000084056	Rhox3b-ps	0	0	0	0	0	0
ENSMUSG00000084057	Gm8916	0	0	0	0	0	0
ENSMUSG00000084058	Gm15263	0	0	0	0	0	0
ENSMUSG00000084059	Gm13046	0	0	0	0	0	0
ENSMUSG00000084060	Gm16412	0	1	0	0	0	0
ENSMUSG00000084061	Gm4996	0	0	0	0	0	0
ENSMUSG00000084063	Gm5934	0	0	0	0	0	0
ENSMUSG00000084064	Gm12079	0	0	0	0	0	0
ENSMUSG00000084065	Gm15159	0	0	0	0	0	0
ENSMUSG00000084066	Xlr4d-ps	0	0	0	0	0	0
ENSMUSG00000084067	Gm14269	2.023	0	0	1	2	0
ENSMUSG00000084068	Gm11573	0	0	0	0	0	0
ENSMUSG00000084069	Gm12306	0	0	0	0	0	0
ENSMUSG00000084070	Gm6591	0	0	0	0	0	0
ENSMUSG00000084071	Gm13378	7.526	14.222	15.344	0	0	0
ENSMUSG00000084072	Gm11285	0	0	0	0	0	0
ENSMUSG00000084073	Gm11910	0	0	0	0	0	0
ENSMUSG00000084074	Gm8310	0	0	0	0	0	0
ENSMUSG00000084076	Gm14600	0	0	0	0	0	0
ENSMUSG00000084077	Gm11952	0	0	0	0	0	0
ENSMUSG00000084078	Olfr349-ps1	0	0	0	0	0	0
ENSMUSG00000084079	Gm11631	0	0	0	0	0	0
ENSMUSG00000084080	Gm15227	0	0	0	0	0	0
ENSMUSG00000084081	Gm12057	0	1	1	2	0	0
ENSMUSG00000084082	Gm12872	0	0	0	0	0	0
ENSMUSG00000084083	Gm15782	2	0	1	0	0	0
ENSMUSG00000084085	Gm16140	0	0	0	0	0	0
ENSMUSG00000084086	Gm5761	0	0	0	0	0	0
ENSMUSG00000084087	Gm13650	0	0	0	0	0	0
ENSMUSG00000084088	Gm12941	0	2	0	0	0	0
ENSMUSG00000084089	Gm14099	0	0	0	0	0	0
ENSMUSG00000084090	Gm11245	0	0	0	0	0	0
ENSMUSG00000084092	Gm5843	0	0	0	0	0	0
ENSMUSG00000084093	Gm16418	0	0	0	0	0	0
ENSMUSG00000084094	Gm13961	0	0	0	1	0	0
ENSMUSG00000084095	Gm11834	0	0	0	0	0	0
ENSMUSG00000084096	Vmn1r-ps135	0	0	0	0	0	0
ENSMUSG00000084097	Gm14922	0	0	0	0	0	0
ENSMUSG00000084098	Gm13422	1	0	1	4	1	1
ENSMUSG00000084099	Gm12929	0	4	1.002	1.004	0.813	0
ENSMUSG00000084101	Gm17014	0	0	0	0	0	0
ENSMUSG00000084102	Sult2a-ps3	0	0	0	0	0	0
ENSMUSG00000084103	Gm14629	0	0	0	0	0	0
ENSMUSG00000084104	Gm13578	0	1	0	0	0	0
ENSMUSG00000084105	Gm13252	0	0	0	0	0	0
ENSMUSG00000084106	Gm6136	95.687	81.979	71.016	81.659	60.528	83.69
ENSMUSG00000084107	Gm13700	0	0	0	0	0	0
ENSMUSG00000084108	Gm15794	0	0	0	0	0	0
ENSMUSG00000084110	Gm4992	0	0	0	0	0	0
ENSMUSG00000084111	Gm15710	1.794	20.176	23.659	0	1.654	3.735
ENSMUSG00000084112	Gm15112	0	0	0	0	0	0
ENSMUSG00000084113	Gm14277	0	2	1	1	0	0
ENSMUSG00000084114	Gm8421	0	0	0	0	0	0
ENSMUSG00000084115	Gm13566	0	0	0	0	0	0
ENSMUSG00000084116	Gm12460	0	0	1	0	0	0
ENSMUSG00000084117	Olfr1063-ps1	0	0	0	0	0	0
ENSMUSG00000084118	Gm14989	0	0	0	0	0	0
ENSMUSG00000084119	Gm12351	0	0	0	0	0	0
ENSMUSG00000084120	Gm11624	0	0	0	0	0	0
ENSMUSG00000084123	Gm13106	0	0	0	0	0	0
ENSMUSG00000084124	Gm13588	0	0	0	0	0	0
ENSMUSG00000084125	Gm8757	0	0	0	0	0	0
ENSMUSG00000084126	Gm15844	0	0	0	0	0	0
ENSMUSG00000084127	Gm13169	0	0	0	0	1	0
ENSMUSG00000084128	Esrp2	1876.002	2896.999	1816.001	2035	1663.001	1573.001
ENSMUSG00000084129	Hmgb1-ps1	0	0	0	0	0	1.029
ENSMUSG00000084130	Gm11704	0	0	0	0	0	0
ENSMUSG00000084131	Rpl3-ps2	5.052	3.692	3.161	5.047	0	0
ENSMUSG00000084132	Gm15982	0	0	0	0	0	0
ENSMUSG00000084133	Gm12856	0	3.186	0	1.012	1.009	0
ENSMUSG00000084134	Gm13930	0	0	0	0	0	0
ENSMUSG00000084135	Pom121l12	0	0	0	0	0	0
ENSMUSG00000084136	Vmn1r207-ps	0	0	0	0	0	0
ENSMUSG00000084137	Gm9085	0	0	0	0	0	0
ENSMUSG00000084138	Gm14915	0	0	0	0	0	0
ENSMUSG00000084139	Gm12322	0	0	0	0	0	0
ENSMUSG00000084140	Gm14000	0	0	0	0	0	0
ENSMUSG00000084142	Gm9103	0	0	0	0	0	0
ENSMUSG00000084143	Gm13400	0	1	0	0	1	0
ENSMUSG00000084144	Gm12516	0	0	0	0	0	0
ENSMUSG00000084145	Gm12263	17	16	14	12	18	25.031
ENSMUSG00000084146	Gm12104	0	0	2	0	0	0
ENSMUSG00000084147	Gm15075	0	0	0	0	0	0
ENSMUSG00000084148	Gm12380	0	0	0	0	1.016	0
ENSMUSG00000084149	Gm12944	0	0	0	0	0	0
ENSMUSG00000084150	Gm14395	0	0	0	0	0	0
ENSMUSG00000084151	Gm11577	0	0	0	0	0	0
ENSMUSG00000084152	Gm11617	0	0	0	0	0	0
ENSMUSG00000084153	Gm12186	1	0	0	0	0	0
ENSMUSG00000084154	Gm15644	0	0	0	1	0	0
ENSMUSG00000084155	Gm7113	0	0	0	0	0	0
ENSMUSG00000084157	Gm15576	0	0	0	0	0	0
ENSMUSG00000084158	Gm14652	0	0	0	0	0	0
ENSMUSG00000084159	Gm12696	4.035	1.003	5.031	7.044	1.003	10.079
ENSMUSG00000084160	Gm13345	0	0	0	0	0	0
ENSMUSG00000084161	Gm15061	0	0	0	0	0	0
ENSMUSG00000084162	Gm11251	0	0	0	0	0	0
ENSMUSG00000084163	Gm11901	0	0	0	0	0	0
ENSMUSG00000084164	Gm13902	0	0	0	0	0	0
ENSMUSG00000084166	Gm6451	12.012	16.193	25.057	12.049	17.156	11.122
ENSMUSG00000084167	Gm13924	0	0	0	0	0	0
ENSMUSG00000084168	Atp5l2-ps	0	1	0	0	0	0
ENSMUSG00000084169	Gm12240	0	0	0	0	0	0
ENSMUSG00000084170	Gm11954	0	0	0	0	0	0
ENSMUSG00000084171	Gm13457	0	0	0	0	0	0
ENSMUSG00000084172	Gm16420	0	0	0	0	0	0
ENSMUSG00000084173	Gm5287	0	0	0	0	0	0
ENSMUSG00000084174	Sycn	0	0	0	0	0	1
ENSMUSG00000084175	Gm11372	0	0	0	0	0	0
ENSMUSG00000084177	Gm13508	0	0	0	0	0	0
ENSMUSG00000084178	Gm11759	0	0	0	0	0	0
ENSMUSG00000084179	Gm11890	0	0	0	0	0	0
ENSMUSG00000084180	Gm15237	0	0	0	0	0	0
ENSMUSG00000084181	Gm11858	0	0	0	0	0	0
ENSMUSG00000084182	Taar7c-ps	0	0	0	0	0	0
ENSMUSG00000084183	Gm12009	0	0	1	0	0	0
ENSMUSG00000084184	Gm13474	0	0	0	0	0	0
ENSMUSG00000084185	Rplp1-ps1	0	0	0	0	0	0
ENSMUSG00000084186	Rpl36-ps10	0	0	0	0	0	0
ENSMUSG00000084188	Gm12851	0	0	0	0	0	0
ENSMUSG00000084189	Gm8089	0	0	0	0	0	0
ENSMUSG00000084190	Gm11869	0	0	0	0	0	0
ENSMUSG00000084191	Gm15167	0	0	0	0	0	0
ENSMUSG00000084192	Gm13282	0	0	0	0	0	0
ENSMUSG00000084193	Gm6823	0	0	0	0	0	0
ENSMUSG00000084195	Gm15372	0	0	0	0	0	0
ENSMUSG00000084196	Gm12874	0	0	0	0	0	0
ENSMUSG00000084197	Gm9089	0	0	0	0	0	0
ENSMUSG00000084198	Gm13711	0	0	0	0	0	0
ENSMUSG00000084199	Gm12422	0	0	0	0	0	0
ENSMUSG00000084200	Gm11584	0	0	0	0	0	0
ENSMUSG00000084201	Gm11926	0	0	0	0	0	0
ENSMUSG00000084202	Gm5398	0	0	0	0	0	0
ENSMUSG00000084203	Gm15593	0	0	0	0	0	0
ENSMUSG00000084204	Gm6584	0	0	0	0	0	0
ENSMUSG00000084205	Gm8061	0	0	0	0	0	0
ENSMUSG00000084206	Gm12062	0	0	0	0	0	0
ENSMUSG00000084207	Gm14070	0	0	0	0	0	0
ENSMUSG00000084208	Gm12792	0	0	0	0	0	0
ENSMUSG00000084209	Gm13811	0	0	0	0	0	0
ENSMUSG00000084210	Gm15168	0	0	0	0	0	0
ENSMUSG00000084211	Gm11949	0	0	0	0	0	0
